"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"123","Symptoms of Anxiety Disorder","By State","North Carolina","North Carolina","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","30","25.1","35.3","25.1 - 35.3","27.9 - 30.3"
"124","Symptoms of Anxiety Disorder","By State","North Dakota","North Dakota","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","21.7","18.3","25.5","18.3 - 25.5","21.7 - 27.8"
"125","Symptoms of Anxiety Disorder","By State","Ohio","Ohio","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31.1","27.4","35.1","27.4 - 35.1","30.4 - 31.6"
"126","Symptoms of Anxiety Disorder","By State","Oklahoma","Oklahoma","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.6","24.9","32.4","24.9 - 32.4","27.9 - 30.3"
"127","Symptoms of Anxiety Disorder","By State","Oregon","Oregon","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31.5","28","35.1","28.0 - 35.1","30.4 - 31.6"
"128","Symptoms of Anxiety Disorder","By State","Pennsylvania","Pennsylvania","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31","27.5","34.7","27.5 - 34.7","30.4 - 31.6"
"129","Symptoms of Anxiety Disorder","By State","Rhode Island","Rhode Island","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","27.6","23.4","32","23.4 - 32.0","21.7 - 27.8"
"130","Symptoms of Anxiety Disorder","By State","South Carolina","South Carolina","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","27.8","24","31.7","24.0 - 31.7","21.7 - 27.8"
"131","Symptoms of Anxiety Disorder","By State","South Dakota","South Dakota","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","22.1","17.3","27.6","17.3 - 27.6","21.7 - 27.8"
"132","Symptoms of Anxiety Disorder","By State","Tennessee","Tennessee","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.2","22.8","34","22.8 - 34.0","27.9 - 30.3"
"133","Symptoms of Anxiety Disorder","By State","Texas","Texas","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","29.7","25.9","33.7","25.9 - 33.7","27.9 - 30.3"
"134","Symptoms of Anxiety Disorder","By State","Utah","Utah","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.9","24.9","33.1","24.9 - 33.1","27.9 - 30.3"
"135","Symptoms of Anxiety Disorder","By State","Vermont","Vermont","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","30.6","25.6","35.8","25.6 - 35.8","30.4 - 31.6"
"136","Symptoms of Anxiety Disorder","By State","Virginia","Virginia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.5","25.4","31.8","25.4 - 31.8","27.9 - 30.3"
"137","Symptoms of Anxiety Disorder","By State","Washington","Washington","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","30.6","27.7","33.7","27.7 - 33.7","30.4 - 31.6"
"138","Symptoms of Anxiety Disorder","By State","West Virginia","West Virginia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.8","24","33.9","24.0 - 33.9","27.9 - 30.3"
"139","Symptoms of Anxiety Disorder","By State","Wisconsin","Wisconsin","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","27.1","24.1","30.2","24.1 - 30.2","21.7 - 27.8"
"140","Symptoms of Anxiety Disorder","By State","Wyoming","Wyoming","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","24.9","21","29.2","21.0 - 29.2","21.7 - 27.8"
"141","Symptoms of Anxiety Disorder or Depressive Disorder","National Estimate","United States","United States","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.9","35","36.8","35.0 - 36.8",NA
"142","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","18 - 29 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","46.8","44.3","49.3","44.3 - 49.3",NA
"143","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","30 - 39 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","39.6","37.7","41.5","37.7 - 41.5",NA
"144","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","40 - 49 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","38.9","37.2","40.7","37.2 - 40.7",NA
"145","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","50 - 59 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.8","34","37.7","34.0 - 37.7",NA
"146","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","60 - 69 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.9","27.6","30.3","27.6 - 30.3",NA
"147","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","70 - 79 years","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","21.5","19.3","23.7","19.3 - 23.7",NA
"148","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","80 years and above","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","21.1","15.6","27.5","15.6 - 27.5",NA
"149","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Male","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31","29.6","32.3","29.6 - 32.3",NA
"150","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Female","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","40.7","39.7","41.6","39.7 - 41.6",NA
"151","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","42.7","39.7","45.7","39.7 - 45.7",NA
"152","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.6","32.7","34.4","32.7 - 34.4",NA
"153","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","38.9","36.4","41.4","36.4 - 41.4",NA
"154","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31.9","28.5","35.4","28.5 - 35.4",NA
"155","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","43.9","39.8","48.1","39.8 - 48.1",NA
"156","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Less than a high school diploma","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","45.4","40.3","50.5","40.3 - 50.5",NA
"157","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","High school diploma or GED","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.7","35.2","38.2","35.2 - 38.2",NA
"158","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Some college/Associate's degree","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","38.5","36.9","40","36.9 - 40.0",NA
"159","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","30.7","29.8","31.5","29.8 - 31.5",NA
"160","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alabama","Alabama","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","30.3","24.8","36.2","24.8 - 36.2","25.6 - 33.3"
"161","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alaska","Alaska","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31.5","28.8","34.4","28.8 - 34.4","25.6 - 33.3"
"162","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arizona","Arizona","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.4","32.3","40.7","32.3 - 40.7","34.8 - 36.7"
"163","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arkansas","Arkansas","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","38","33.1","43.1","33.1 - 43.1","36.8 - 41.4"
"164","Symptoms of Anxiety Disorder or Depressive Disorder","By State","California","California","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","37.4","34.2","40.6","34.2 - 40.6","36.8 - 41.4"
"165","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Colorado","Colorado","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.9","32.3","39.7","32.3 - 39.7","34.8 - 36.7"
"166","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Connecticut","Connecticut","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","40.2","35.3","45.3","35.3 - 45.3","36.8 - 41.4"
"167","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Delaware","Delaware","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.7","30.4","39.3","30.4 - 39.3","33.4 - 34.7"
"168","Symptoms of Anxiety Disorder or Depressive Disorder","By State","District of Columbia","District of Columbia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","37.6","34.1","41.3","34.1 - 41.3","36.8 - 41.4"
"169","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Florida","Florida","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.8","33.9","39.8","33.9 - 39.8","36.8 - 41.4"
"170","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Georgia","Georgia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.2","31.8","40.7","31.8 - 40.7","34.8 - 36.7"
"171","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Hawaii","Hawaii","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","37","31.4","42.9","31.4 - 42.9","36.8 - 41.4"
"172","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Idaho","Idaho","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.3","29.9","36.8","29.9 - 36.8","25.6 - 33.3"
"173","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Illinois","Illinois","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.6","32.7","40.7","32.7 - 40.7","34.8 - 36.7"
"174","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Indiana","Indiana","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","37.8","33.5","42.4","33.5 - 42.4","36.8 - 41.4"
"175","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Iowa","Iowa","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.2","24.6","32.1","24.6 - 32.1","25.6 - 33.3"
"176","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kansas","Kansas","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","32.5","28.4","36.9","28.4 - 36.9","25.6 - 33.3"
"177","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kentucky","Kentucky","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.4","32.5","40.4","32.5 - 40.4","34.8 - 36.7"
"178","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Louisiana","Louisiana","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","38.9","34.3","43.7","34.3 - 43.7","36.8 - 41.4"
"179","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maine","Maine","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.3","30.6","38.1","30.6 - 38.1","33.4 - 34.7"
"180","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maryland","Maryland","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","32.9","29.3","36.6","29.3 - 36.6","25.6 - 33.3"
"181","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Massachusetts","Massachusetts","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","40.6","36.9","44.4","36.9 - 44.4","36.8 - 41.4"
"182","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Michigan","Michigan","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","39.4","35.8","43.1","35.8 - 43.1","36.8 - 41.4"
"183","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Minnesota","Minnesota","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","32.4","29.1","35.9","29.1 - 35.9","25.6 - 33.3"
"184","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Mississippi","Mississippi","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.5","28.8","40.5","28.8 - 40.5","33.4 - 34.7"
"185","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Missouri","Missouri","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.2","30.2","40.4","30.2 - 40.4","34.8 - 36.7"
"186","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Montana","Montana","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","27.3","23.5","31.4","23.5 - 31.4","25.6 - 33.3"
"187","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nebraska","Nebraska","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","28.6","24.9","32.7","24.9 - 32.7","25.6 - 33.3"
"188","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nevada","Nevada","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.8","30.4","39.4","30.4 - 39.4","34.8 - 36.7"
"189","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Hampshire","New Hampshire","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.8","30.6","39.2","30.6 - 39.2","34.8 - 36.7"
"190","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Jersey","New Jersey","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","37.6","34.2","41.1","34.2 - 41.1","36.8 - 41.4"
"191","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Mexico","New Mexico","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.6","29.9","39.7","29.9 - 39.7","33.4 - 34.7"
"192","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New York","New York","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","41.4","36.7","46.1","36.7 - 46.1","36.8 - 41.4"
"193","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Carolina","North Carolina","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.6","29.4","40.1","29.4 - 40.1","33.4 - 34.7"
"194","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Dakota","North Dakota","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","27.7","23.8","31.9","23.8 - 31.9","25.6 - 33.3"
"195","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Ohio","Ohio","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.1","31.7","38.7","31.7 - 38.7","34.8 - 36.7"
"196","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oklahoma","Oklahoma","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.1","29.6","38.8","29.6 - 38.8","33.4 - 34.7"
"197","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oregon","Oregon","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","36.8","33.2","40.6","33.2 - 40.6","36.8 - 41.4"
"198","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35.1","31.7","38.7","31.7 - 38.7","34.8 - 36.7"
"199","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Rhode Island","Rhode Island","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.4","29.9","39.1","29.9 - 39.1","33.4 - 34.7"
"200","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Carolina","South Carolina","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.3","29.4","37.4","29.4 - 37.4","25.6 - 33.3"
"201","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Dakota","South Dakota","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","25.6","20.5","31.1","20.5 - 31.1","25.6 - 33.3"
"202","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Tennessee","Tennessee","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.4","28","39.3","28.0 - 39.3","33.4 - 34.7"
"203","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Texas","Texas","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.9","30.8","39.2","30.8 - 39.2","34.8 - 36.7"
"204","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Utah","Utah","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.7","31.1","38.4","31.1 - 38.4","33.4 - 34.7"
"205","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Vermont","Vermont","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.9","28.5","39.6","28.5 - 39.6","33.4 - 34.7"
"206","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Virginia","Virginia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","33.7","30.3","37.2","30.3 - 37.2","33.4 - 34.7"
"207","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Washington","Washington","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","35","32.2","37.8","32.2 - 37.8","34.8 - 36.7"
"208","Symptoms of Anxiety Disorder or Depressive Disorder","By State","West Virginia","West Virginia","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","34.3","29.5","39.3","29.5 - 39.3","33.4 - 34.7"
"209","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wisconsin","Wisconsin","1","1","Apr 23 - May 5, 2020","2020-04-23T00:00:00.000","2020-05-05T00:00:00.000","31.1","28.1","34.3","28.1 - 34.3","25.6 - 33.3"
